Vote,Avg_environmental_importance,Avg_government_satisfaction,Avg_education_importance,Avg_monthly_expense_on_pets_or_plants,Avg_Residancy_Altitude,Yearly_ExpensesK,Weighted_education_rank,Number_of_valued_Kneset_members,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Healthcare,Most_Important_Issue_Military,Most_Important_Issue_Other,Most_Important_Issue_Social
4,-0.44461156456131423,-0.38787573054572244,-0.3228420211619716,-0.40507618527985106,-0.3521266319971048,0.31532643935478377,0.047924270369157064,0.0016755965521596792,0,1,0,0,0,0,0,0
7,-0.4289096208457834,-0.3037363920421209,-0.293776997468826,-0.2855694701240596,-0.3556847973243825,0.7666998876006454,0.03847563840555924,0.0015394923390106895,0,1,0,0,0,0,0,0
2,-0.35372836445003625,-0.33189952514012605,-0.33485687013239235,-0.36829417211395427,-0.3545394370382775,0.5104707150327522,0.0198616227275551,0.0012088107089154062,1,0,0,0,0,0,0,0
2,-0.3815858590332747,-0.3385327815264048,-0.3665212843793614,-0.377341043408155,-0.35348958763009924,0.2756083329143672,0.019787674841936623,0.0014033881258616995,0,0,0,0,0,0,0,1
0,-0.15868863112410536,-0.2807586177579187,-0.2542219501993837,-0.3738195548535252,-0.3526084227563238,0.595420938352168,0.06534709905702905,0.0012672839127127098,0,0,0,0,0,0,0,1
0,-0.5217444920070479,-0.5004576242634189,-0.5542060613176047,-0.40986395918903895,-0.3521543609616642,0.49384252730390105,0.1125738396730244,0.0009950754864147299,0,0,0,0,1,0,0,0
4,-0.2974882057719315,-0.2924284973353115,-0.3910331658036018,-0.30045354638243926,-0.3534094817324833,0.6023134514003965,0.013995567362016733,0.0009950754864147299,0,0,0,0,1,0,0,0
2,-0.3581386766475816,-0.3405046532352479,-0.35369487960975593,-0.37755912586720064,-0.35368484575553816,0.3192896343575151,0.01383003626526605,0.0012672839127127098,1,0,0,0,0,0,0,0
2,-0.36995547312731314,-0.3379080584797143,-0.36594407255432865,-0.37813193905485315,-0.3544597162651693,0.49263633752046104,0.01641147768067461,0.0011311796995637198,0,0,0,0,1,0,0,0
0,-0.1874636386723925,-0.30078865382271486,-0.317058168404363,-0.3860136082738907,-0.3509238881593422,0.21857278744027667,0.04733314352590191,0.0011311796995637198,0,0,0,0,1,0,0,0
2,-0.33837864779845606,-0.3412870864820081,-0.33698320626308276,-0.38974657799644136,-0.3534414470666281,0.2648387812765102,0.012313278455704202,0.0012672839127127098,0,0,0,0,0,0,0,1
4,-0.4497836734929585,-0.36587072539874604,-0.4103156948628903,-0.4127549247828495,-0.3520083987732197,0.288876420532207,0.04768823726712676,0.0011311796995637198,0,0,0,0,1,0,0,0
7,-0.4140145346091768,-0.3203412114381564,-0.2944671979048742,-0.32517452609927683,-0.3552226479150597,0.6633121918772185,0.03446959514020343,0.0009950754864147299,0,0,0,0,1,0,0,0
4,-0.317891578938101,-0.38256431418851494,-0.3114700327248219,-0.26346780282427734,-0.35221752138093826,0.3356593528470577,0.028390276255429885,0.0012672839127127098,0,0,1,0,0,0,0,0
2,-0.34714064514031323,-0.3262255801969042,-0.33415084118713134,-0.39344341154097523,-0.35374376980522676,0.33247156556225205,0.010335683981822212,0.0009950754864147299,0,0,0,0,0,0,0,1
2,-0.3938512518304679,-0.3458151290907168,-0.4102343076370014,-0.37396007352793187,-0.3546996488335094,0.5463117828835402,0.029927207879361217,0.0014033881258616995,1,0,0,0,0,0,0,0
2,-0.3675240890095137,-0.37010360451709073,-0.34468783676742604,-0.40145984365194193,-0.35573755938194684,0.7785033161957366,0.02409689580102816,0.0008589712732657402,0,0,1,0,0,0,0,0
0,-0.1358692927819574,-0.1163166623905164,-0.1634300660735334,-0.32875885763865753,-0.35215975270477295,0.495048717087341,0.11012299242093652,0.0016755965521596792,0,1,0,0,0,0,0,0
6,-0.3218590078588806,-0.3521754451430841,-0.3883834751529842,-0.3232142763874354,-0.354168562137296,0.42750208921470206,0.01713268737965383,0.0011311796995637198,1,0,0,0,0,0,0,0
0,-0.48286122557997724,-0.4599014515736548,-0.5206913028426658,-0.36529471074081543,-0.3525552755742517,0.5835313533439739,0.09053508312878931,0.0014033881258616995,0,1,0,0,0,0,0,0
2,-0.3651709990879745,-0.33184965033915326,-0.36755480914533273,-0.2970958683718005,-0.354093462858281,0.4107015886596452,0.014046912031653874,0.0011311796995637198,0,1,0,0,0,0,0,0
11,-0.39551456194006507,-0.37585828348606826,-0.39986681407683905,-0.37976426260407115,-0.35362091508724847,0.3049876697824411,0.03423926054067456,0.0011311796995637198,1,0,0,0,0,0,0,0
0,0.07287571553456114,-0.18538382895554795,-0.22495943634263535,-0.40111710220806546,-0.3531687789151277,0.7207785194168232,0.07485056034824442,0.0014033881258616995,0,0,0,0,1,0,0,0
2,-0.35686764500872686,-0.36120771467250284,-0.3234386003203344,-0.3559369633908233,-0.3548475366444927,0.5793958455150369,0.022121550360046177,0.0007228670601167503,0,0,1,0,0,0,0,0
9,-0.4163003548435607,-0.37213014052001203,-0.41494236920688743,-0.37883967064848956,-0.35540327130920335,0.7037195496224578,0.040468661986663566,0.0006142714665532852,0,1,0,0,0,0,0,0
6,-0.41032682511081997,-0.39339895686233095,-0.34199256335164624,-0.3791278836100854,-0.3537449251787501,0.33273003480156066,0.0392831479501299,0.0007228670601167503,0,0,0,0,0,0,0,1
2,-0.3458755768165804,-0.3380777560098245,-0.39603976489031867,-0.34172412952579895,-0.3537322160699937,0.3298868731691664,0.016320280764310992,0.0015394923390106895,0,0,0,0,1,0,0,0
2,-0.3741832411431311,-0.33872591409559577,-0.32911880965234297,-0.30233808066339457,-0.3555985294346422,0.7474008510656057,0.01958066784005162,0.0011311796995637198,0,0,0,0,1,0,0,0
9,-0.4099547026614153,-0.3612102986474018,-0.40081983298651647,-0.2990815062725114,-0.35387817825843815,0.36254015373514875,0.03489890353206191,0.0007228670601167503,0,1,0,0,0,0,0,0
2,-0.3644531347087316,-0.3265960584518783,-0.34313677027882594,-0.30800229536506907,-0.355117123799931,0.6397053346870359,0.013187203066063222,0.001811700765308669,1,0,0,0,0,0,0,0
4,-0.4192135653448063,-0.37767834095419406,-0.3235059373856383,-0.27856900697711945,-0.35300163487875597,0.5110738099244722,0.03916830896961872,0.0014033881258616995,0,0,0,0,0,0,0,1
2,-0.3779321974973173,-0.31642438285780544,-0.36992383580758553,-0.37223944234793455,-0.3550697534854754,0.6291080958753846,0.017944867379971054,0.0011311796995637198,0,0,0,0,0,0,0,1
0,-0.4762252334834743,-0.4119738967407266,-0.5062625821845935,-0.36483825543874,-0.3516036329155545,0.3706388565668172,0.07788976316847138,0.001811700765308669,1,0,0,0,0,0,0,0
0,-0.5057380895437972,-0.3768748273577202,-0.4645423302309765,-0.3310513156868874,-0.3521589824557574,0.49487640426113527,0.07258670643543834,0.0012672839127127098,0,0,0,0,1,0,0,0
2,-0.37649365027025156,-0.32041641076933275,-0.352984509664127,-0.37621530365505085,-0.3557572007318431,0.7828972932639823,0.015479532402008072,0.0008589712732657402,0,0,1,0,0,0,0,0
7,-0.40864317673775263,-0.2846561599926743,-0.2969535397320299,-0.39887158423277674,-0.3544924518483297,0.4999596326342038,0.03289389281754745,0.0014033881258616995,0,0,0,0,1,0,0,0
2,-0.34346236506884914,-0.374624689821224,-0.36275666871564544,-0.3956209970899157,-0.35512251554303975,0.640911524470476,0.022432988644584873,0.0012672839127127098,0,0,0,0,1,0,0,0
9,-0.4059566683109628,-0.3593831950914375,-0.39486410095759855,-0.39492049915463895,-0.353565072033622,0.292494989882527,0.032769951313542794,0.0008589712732657402,1,0,0,0,0,0,0,0
2,-0.3320892235462763,-0.360108642383697,-0.3561484039367619,-0.35455714823239354,-0.354833672162213,0.5762942146433341,0.016555269517525426,0.0014033881258616995,1,0,0,0,0,0,0,0
4,-0.4103447355653063,-0.2881864925355287,-0.30578077076512006,-0.2767058140167001,-0.35381347734113294,0.6926915287452923,0.03151822114900022,0.0016755965521596792,1,0,0,0,0,0,0,0
4,-0.2964401873964471,-0.2963035613242695,-0.3174341694107709,-0.41638956882723327,-0.3515812956941039,0.19332895840113992,0.015186017169489993,0.0011311796995637198,0,0,1,0,0,0,0,0
7,-0.3989159720465921,-0.2817986339020486,-0.28139225790414946,-0.3868739550463658,-0.35367483251833615,0.3170495676168409,0.03404383879384321,0.0007228670601167503,0,0,1,0,0,0,0,0
0,-0.515866351003169,-0.4526507885519744,-0.5269067248795894,-0.3135785418548075,-0.35177616869503503,0.4092369296368966,0.097265681971529,0.0012672839127127098,0,1,0,0,0,0,0,0
7,-0.41010722764692853,-0.29410221203557557,-0.29475885863664775,-0.40485456616702387,-0.3534029346158512,0.25622313996622464,0.03321594810627088,0.001811700765308669,1,0,0,0,0,0,0,0
2,-0.36487780293913347,-0.333696687406347,-0.35333699405242586,-0.35237443554828446,-0.3549033796981192,0.591888525414951,0.013957560185644584,0.0008589712732657402,0,0,1,0,0,0,0,0
5,-0.4707708863484328,-0.16379398559525513,-0.4148514877083655,-0.2719212260774399,-0.35201340539182074,0.28999645390254414,0.06917202144637877,0.0009950754864147299,0,0,0,0,0,0,0,1
2,-0.3551903974687586,-0.33711183513658455,-0.36803341351406105,-0.32403784251268325,-0.3547916935908662,0.5669031656151228,0.012766945706388078,0.0015394923390106895,0,0,0,0,0,0,0,0
0,-0.40612589819294953,-0.3493281739605162,-0.5429730282874776,-0.30910180193487186,-0.3525298573567389,0.5778450300791854,0.06770504069833126,0.0014033881258616995,1,0,0,0,0,0,0,0
2,-0.3705522866834291,-0.31279538118473743,-0.3726338708416814,-0.358508906107255,-0.3543380169207143,0.4654109109799586,0.01380987533459177,0.0012672839127127098,1,0,0,0,0,0,0,0
10,-0.282409963774806,-0.2564120237958302,-0.3541880775739055,-0.4031019607992183,-0.3541955208528398,0.6058458643376136,0.02063355242582148,0.0007228670601167503,0,0,0,0,0,1,0,0
2,-0.3533531258195313,-0.33864269828709914,-0.3802747093229488,-0.4043222559490211,-0.35538208946127603,0.6989809469018007,0.014316199605790818,0.0015394923390106895,0,1,0,0,0,0,0,0
3,-0.2559312508401485,-0.1744607789847492,-0.24912744055157973,-0.4036895264126987,-0.3520222632554994,0.46429087760962146,0.06027185017324796,0.0014033881258616995,0,0,0,0,0,0,0,1
0,-0.5089434626934287,-0.36605145161284397,-0.544239495020285,-0.3316540515094692,-0.35306441017352225,0.6974301314659493,0.08852435227746275,0.0015394923390106895,1,0,0,0,0,0,0,0
4,-0.40730203540188675,-0.30358911469857913,-0.38885457053142325,-0.41076622549775893,-0.3521455030979855,0.3195481035968237,0.027224770945370336,0.0009950754864147299,0,0,1,0,0,0,0,0
0,-0.22000713952909615,-0.2934699047896523,-0.34003712899557686,-0.3687388498316034,-0.3524928854039931,0.5695740144213113,0.03508446000469201,0.0016755965521596792,0,1,0,0,0,0,0,0
0,-0.19398472317412715,-0.1762352736263481,-0.18436340933966208,-0.33355308548934554,-0.3529080496233681,0.6624506277461899,0.08365433428239169,0.0011311796995637198,0,0,1,0,0,0,0,0
12,-0.2754984000485048,-0.3180678550222291,-0.33341027901342607,-0.3586321006238926,-0.3546355324476885,0.41699100681615364,0.01772754319223884,0.0011311796995637198,0,0,0,0,0,0,1,0
0,-0.5055976015458513,-0.4779781438327835,-0.5510527381433534,-0.3225326724491115,-0.35090463193395377,0.21426496678513388,0.10451638400560803,0.0016755965521596792,1,0,0,0,0,0,0,0
0,-0.5282239347938684,-0.5037170074052432,-0.5564548618937074,-0.35270277746141315,-0.353383293265955,0.7687676415151139,0.11491997120301267,0.0008589712732657402,0,0,1,0,0,0,0,0
3,-0.24565921310364328,-0.16929114860990435,-0.16128579929216982,-0.31291408606190213,-0.35323309470792513,0.7351666404050001,0.08303345431303438,0.0012672839127127098,1,0,0,0,0,0,0,0
6,-0.40584885295393314,-0.3886006514093853,-0.35318050467388123,-0.38503946289294216,-0.3551317585312262,0.6429792783849444,0.0367757726505714,0.0009950754864147299,0,1,0,0,0,0,0,0
9,-0.40484260004228667,-0.3655592187509528,-0.40108666236674345,-0.3827933170044963,-0.3545833412321632,0.5202925461264778,0.034437599204582434,0.0009950754864147299,1,0,0,0,0,0,0,0
3,-0.192171939026476,-0.1406198616864949,-0.16358054785585247,-0.38525302403276884,-0.3517965802939468,0.41380321953134797,0.09525325116778911,0.0011311796995637198,0,0,1,0,0,0,0,0
4,-0.2946054439288288,-0.37822689789217234,-0.31654130425332133,-0.4130076580511136,-0.3538023087304077,0.6901929927653094,0.028214111350155474,0.0015394923390106895,0,1,0,0,0,0,0,0
0,-0.1442670308437589,-0.1679052341185758,-0.20641271770423525,-0.4067544603336626,-0.35212239562751935,0.48669154501636397,0.09072509678886312,0.0016755965521596792,0,1,0,0,0,0,0,0
0,-0.2623405887638221,-0.27613524549597324,-0.2930291344518511,-0.38071484286338864,-0.352541411091972,0.5804297224722711,0.030352668932140756,0.0007228670601167503,0,0,1,0,0,0,0,0
2,-0.3551000969071562,-0.3343967171293923,-0.35254279481476125,-0.34690419799871447,-0.3537349119415481,0.3304899680608864,0.01164954274688172,0.0011311796995637198,0,1,0,0,0,0,0,0
2,-0.357469144460571,-0.3153502706911973,-0.3226653653748856,-0.3067522375735441,-0.3557787677042781,0.7877220523977422,0.02137492610101861,0.0014033881258616995,0,0,0,0,0,0,0,1
7,-0.4171418639635757,-0.2996917220936884,-0.3161025373966521,-0.3708282183824954,-0.35442659555750117,0.48522688599361546,0.031476702220422606,0.0009863782038521433,0,0,0,0,1,0,0,0
3,-0.41958364465121206,-0.44250653224236947,-0.5096650801530042,-0.3378157965010786,-0.35172379176197843,0.3975196574549082,0.07402808385966693,0.0014033881258616995,0,1,0,0,0,0,0,0
2,-0.34085897443080626,-0.36155078914830235,-0.38372810952003905,-0.2850786423891523,-0.35486833336791224,0.5840482918225911,0.019525734180441345,0.0014033881258616995,0,1,0,0,0,0,0,0
12,-0.3539984927124738,-0.3298052142955912,-0.34369829599670443,-0.36272382725508573,-0.35470696619915704,0.7202615809382061,0.010990625122628654,0.0007228670601167503,0,0,0,1,0,0,0,0
0,-0.4632081378226178,-0.41138915908170487,-0.5113916120291678,-0.4043861531112917,-0.35162828088405174,0.37615286700539996,0.07621696719568079,0.0009950754864147299,0,0,0,0,0,0,0,1
0,-0.15301023117292373,-0.14672562453849097,-0.16035241883663928,-0.3538713140200824,-0.3527285816027477,0.622301739240259,0.10176892773881674,0.0014033881258616995,0,0,0,0,1,0,0,0
2,-0.382591919314307,-0.3442845431495494,-0.36114805593879945,-0.35236031198449164,-0.35537477209562846,0.6973439750528465,0.020937513700415952,0.0011311796995637198,0,1,0,0,0,0,0,0
0,-0.2511936255363212,-0.28496379084737444,-0.3205687272019174,-0.3813623405884646,-0.35276093206140036,0.6295388779408989,0.027416390921930694,0.0009950754864147299,0,0,0,0,0,0,0,1
6,-0.41446287305562085,-0.3986356439211174,-0.35905391398435926,-0.3669467871555893,-0.35371064909755867,0.32506211403540647,0.04124424920800905,0.0007228670601167503,0,0,0,0,1,0,0,0
0,-0.19193607242807192,-0.2078391920537514,-0.18586067440736515,-0.36353365950405775,-0.35342719745984064,0.7785894726088395,0.07872264256793829,0.0015394923390106895,0,0,0,0,1,0,0,0
2,-0.3692497010614428,-0.3089713578744536,-0.34517533001468337,-0.40392810325820555,-0.35557619221319164,0.74240377910564,0.01280769967433942,0.0014033881258616995,0,0,0,0,1,0,0,0
0,-0.5114269953802197,-0.31093060825684743,-0.5127238018744807,-0.39786463609521583,-0.35117267859136103,0.27422983030472153,0.07959754175762765,0.0009950754864147299,0,0,0,0,0,0,0,1
0,-0.5229347678468695,-0.3213968910767566,-0.4011454112343164,-0.31913518524211704,-0.35245976469632495,0.5621645628944657,0.06624340188186477,0.0014033881258616995,1,0,0,0,0,0,0,0
11,-0.2367934371606693,-0.24439247521139837,-0.35616857079012776,-0.3586025498771237,-0.3553890217024159,0.7005317623376521,0.03509082033657186,0.0005867628469677605,0,0,0,0,1,0,0,0
5,-0.24716655998464152,-0.2580807072225454,-0.25428398221682913,-0.21590733172299453,-0.3521859411713012,0.32859452697262354,0.04478853981012973,0.0009950754864147299,0,0,1,0,0,0,0,0
2,-0.3701906916027559,-0.3423771520743164,-0.36671542980006333,-0.3283473782590152,-0.35431914581983365,0.46118924673791867,0.017453800702893967,0.0014033881258616995,0,0,0,0,1,0,0,0
5,-0.22902617443447515,-0.2285260329171115,-0.27821087260210514,-0.24654596682359672,-0.35319227151010163,0.5537212344103858,0.047954200299565736,0.0012672839127127098,0,0,1,0,0,0,0,0
3,-0.2688438207063193,-0.15918737901819285,-0.17530213700837255,-0.39416196171677353,-0.35331204523201776,0.7528287050910856,0.07916314182084462,0.0012672839127127098,0,1,0,0,0,0,0,0
3,-0.4605018078875154,-0.45366675828593506,-0.5550361109309283,-0.3033461018425976,-0.3515207538787036,0.4090646168106909,0.0929234874893844,0.001811700765308669,1,0,0,0,0,0,0,0
2,-0.3581928999261771,-0.3311153807870845,-0.3581762618231551,-0.38603926363604574,-0.35319535250616374,0.2097848333037854,0.011599036098791463,0.001065023079175268,0,0,0,0,1,0,0,0
0,-0.52326708394899,-0.33244875559773146,-0.4261070029335481,-0.40207222723754044,-0.3509254286573733,0.2189174130926881,0.0690452332556635,0.0008589712732657402,0,0,1,0,0,0,0,0
2,-0.34873187129314187,-0.3611300286601784,-0.4055490573110873,-0.32391438574405235,-0.35313065158885854,0.1953105559025056,0.024014513011637127,0.0012672839127127098,1,0,0,0,0,0,0,0
0,-0.445907163610183,-0.3950641988318294,-0.48521589598232706,-0.34633081412859723,-0.3507917904531775,0.18902113774599713,0.06438002338044846,0.0011311796995637198,0,0,0,0,0,0,0,1
5,-0.20099138478412232,-0.12906362142019182,-0.5132645998079617,-0.17355959528775317,-0.353276613777303,0.5725894888799112,0.08852646617807101,0.0012672839127127098,0,1,0,0,0,0,0,0
2,-0.3411343176736702,-0.3439079395885498,-0.36729473342714253,-0.30400622756360135,-0.35417395388040473,0.428708278998142,0.01225773693888859,0.0007228670601167503,0,0,1,0,0,0,0,0
0,-0.20391599760788903,-0.18345211510215761,-0.16350382659901289,-0.38330649803137523,-0.3523319033597457,0.5335606337443175,0.08573508582915275,0.0012672839127127098,0,0,1,0,0,0,0,0
0,-0.27105417488893424,-0.27650362681044655,-0.27812862769281965,-0.33523482335072646,-0.35288532727740973,0.6573673993731214,0.032098107580832064,0.0007228670601167503,0,0,1,0,0,0,0,0
12,-0.28760258405764416,-0.2961544662599784,-0.29367535957597674,-0.28548096345415747,-0.35392554857289377,0.5454502187525117,0.023358420237886774,0.0009950754864147299,0,0,0,1,0,0,0,0
0,-0.3770980815687465,-0.3089213589405084,-0.42097380165418447,-0.34270615404009175,-0.352262966072855,0.5181386357989064,0.025452499251745735,0.0008589712732657402,0,0,1,0,0,0,0,0
7,-0.4121244671773042,-0.31342361315400524,-0.29906572234845064,-0.2986412836705537,-0.35546835735101634,0.7182799834368404,0.03281912976330423,0.0015394923390106895,0,1,0,0,0,0,0,0
0,-0.5199020323219427,-0.3262706840556141,-0.4705310009224442,-0.361950405056073,-0.3528229371071511,0.6434100604504587,0.07405027938779546,0.0014033881258616995,0,0,0,0,0,0,0,1
2,-0.36184111356097254,-0.38798384226437627,-0.3803297369785727,-0.3000472466679543,-0.35491994005195326,0.5955932511783737,0.029311596944262355,0.0014033881258616995,0,1,0,0,0,0,0,0
9,-0.41043020326726926,-0.3591200790121569,-0.3939706487587974,-0.3958573712732873,-0.3545694767498835,0.5171909152547749,0.033796637608350916,0.0004506586338187707,0,0,1,0,0,0,0,0
2,-0.3601263506152466,-0.3401583369072845,-0.3159640601892543,-0.38997881054274225,-0.354093462858281,0.4107015886596452,0.019209313115927936,0.001811700765308669,1,0,0,0,0,0,0,0
7,-0.3874544107666164,-0.2949991523549147,-0.29257880658349933,-0.38800875369493165,-0.3556393526324657,0.7565334308545084,0.02793731970452837,0.0011311796995637198,0,0,0,0,1,0,0,0
10,-0.343500275384555,-0.3298523183306149,-0.3614088590968643,-0.37530334230413387,-0.3542790928710257,0.6245418059809333,0.00801299784507613,0.0004506586338187707,0,0,0,1,0,0,0,0
9,-0.3398665147880672,-0.3422350859657961,-0.37665433969452017,-0.41294421404250276,-0.35361860434020187,0.12188194509020941,0.012739775880823326,0.0004404478875002411,1,0,0,0,0,0,0,0
9,-0.397269857138501,-0.34512732454595724,-0.38957034271180335,-0.3340373360011283,-0.35532509103412624,0.6862297977625781,0.027410674086211125,0.0004506586338187707,0,0,0,0,0,0,0,1
10,-0.32879850089661494,-0.3031285299912845,-0.3763773214945052,-0.3326248832214392,-0.3546041379555827,0.6972578186397436,0.004685818075622654,0.0004450199368042776,0,0,0,1,0,0,0,0
9,-0.32311099934512627,-0.3197523927021892,-0.37249268492659077,-0.32770827059894103,-0.3553408811389448,0.6897622106997952,0.005289432915197639,0.0008589712732657402,0,1,0,0,0,0,0,0
9,-0.3930617749678573,-0.35333309226045195,-0.398419983066162,-0.28283010778120254,-0.3537352970660559,0.33057612447398926,0.02892093649215367,0.0008589712732657402,1,0,0,0,0,0,0,0
4,-0.3201902129935502,-0.37273154818202864,-0.39420905575347626,-0.42747295741849983,-0.35362399608331063,0.6503025734986871,0.02412910933458803,0.0011311796995637198,0,0,1,0,0,0,0,0
12,-0.3731347799613918,-0.30350491519395395,-0.3456903540660425,-0.3912210882426377,-0.3530594035549213,0.35168444568418894,0.014014677465106344,0.0007228670601167503,0,0,0,1,0,0,0,0
5,-0.42986552644553727,-0.46239646246169214,-0.18367745750281553,-0.26340992341183345,-0.3525028986411951,0.3995012549562739,0.08418095487828511,0.0012672839127127098,0,0,0,0,0,0,0,1
3,-0.28374460399441137,-0.2255531326901477,-0.24532029757175922,-0.3862121448040756,-0.3520499922200588,0.4704941393530271,0.04660747348704621,0.0014033881258616995,0,1,0,0,0,0,0,0
10,-0.3493128014525772,-0.30166579494015244,-0.3510432489741736,-0.3553483079541887,-0.353616678717663,0.47635277544402127,0.005971103495589762,0.0009950754864147299,0,0,0,1,0,0,0,0
3,-0.4962042697242694,-0.4950478400696847,-0.544782442859709,-0.41182583112149446,-0.3529885406454918,0.6804573180846867,0.10481374253504096,0.0011311796995637198,0,0,0,0,0,0,0,1
6,-0.33352492622618757,-0.32625893980719234,-0.3556949747266354,-0.34833585253426735,-0.35448205348661993,0.49763340948042667,0.005324865179545332,0.0007228670601167503,0,0,0,0,0,0,0,1
0,-0.5209313444279974,-0.49392637483524837,-0.5526725791825952,-0.34282197957990246,-0.3512720407143654,0.2964581848852583,0.11084901459049477,0.0014033881258616995,0,0,0,0,1,0,0,0
10,-0.3332643519936659,-0.27265958428545073,-0.39885279923338207,-0.32805076923049853,-0.35264539470906964,0.25906630159861893,0.016168955608871247,0.0003145544206697809,0,0,0,0,0,1,0,0
9,-0.4003869461784833,-0.3492573081403363,-0.3952152734848126,-0.37930497259446133,-0.3539247783238782,0.3729650797205943,0.029643630068906836,0.0009950754864147299,1,0,0,0,0,0,0,0
3,-0.4579642476200744,-0.4897475210530726,-0.5125099821782237,-0.28165815899018803,-0.352491344905962,0.5692293887688998,0.09077893806021259,0.001811700765308669,1,0,0,0,0,0,0,0
2,-0.3891731947824382,-0.35649251592956704,-0.3574149955666515,-0.38219332874358153,-0.35576952471609163,0.7856542984832737,0.025174440539508743,0.0008589712732657402,0,0,1,0,0,0,0,0
7,-0.42140556320926525,-0.3010163124582848,-0.28965102006005855,-0.2917951479064763,-0.355328942279204,0.6870913618936066,0.03714110030091164,0.0011585234414347126,0,0,1,0,0,0,0,0
2,-0.3435655081547919,-0.3220405508743408,-0.34496727207395356,-0.3338954230839392,-0.35466537275231796,0.538643862117386,0.006792694298004518,0.0014033881258616995,1,0,0,0,0,0,0,0
2,-0.34469223642576124,-0.35675846660438154,-0.33629172062145396,-0.393744593558071,-0.35366096803605646,0.31394793674513805,0.01757449299086803,0.0014033881258616995,1,0,0,0,0,0,0,0
1,-0.3397394997130857,-0.2997396892338819,-0.4456551789269408,-0.36930118285993335,-0.35484060440335286,0.7501578562848971,0.038791582008223954,0.0005867628469677605,0,0,0,0,0,0,1,0
4,-0.3046735466792487,-0.28602405732473185,-0.4173253631932588,-0.3029372468063823,-0.35352964057890723,0.6291942522884875,0.020779430363747704,0.0015394923390106895,1,0,0,0,0,0,0,0
11,-0.25278408242001577,-0.24182654730462347,-0.35894534469157774,-0.394806571445591,-0.354361894640196,0.47075260859233564,0.03130515655368638,0.0005867628469677605,0,0,0,0,1,0,0,0
0,-0.525897120320726,-0.4720960505431358,-0.5318912850525896,-0.3890382773529363,-0.3525421813409875,0.5806020352984769,0.10381220115452562,0.0008589712732657402,0,0,0,0,0,0,0,1
2,-0.37622637146763577,-0.3767398707394605,-0.40952124293660863,-0.31057640031058464,-0.3548040175751148,0.5696601708344141,0.032238917126871346,0.0012672839127127098,0,0,0,0,0,0,0,1
12,-0.28608476218696643,-0.3221436378639938,-0.32396675682582315,-0.3849906468971599,-0.35266657655699696,0.263804904319276,0.016689915312831125,0.0005867628469677605,0,0,0,1,0,0,0,0
8,-0.1651119584191998,-0.12792315289916986,-0.21203051126300335,-0.3862166322746069,-0.3519683458244118,0.45222897977522164,0.09303829469448512,0.0012672839127127098,0,0,0,0,1,0,0,0
10,-0.2701681939216158,-0.3138130708509145,-0.3661222050577728,-0.4071201379919802,-0.35291806286057004,0.32006504207544084,0.01785294636564997,0.0003145544206697809,0,0,0,0,0,1,0,0
7,-0.4006298226992861,-0.3078270653582391,-0.30311412836798934,-0.35247541022791457,-0.35508169234521625,0.6317789446815731,0.028751814940134277,0.0008589712732657402,0,0,0,0,0,0,0,1
2,-0.3366524743632769,-0.3107340271702214,-0.389513841915961,-0.3413807345651109,-0.3543407127922687,0.46601400587167857,0.009605501565985363,0.0014033881258616995,0,1,0,0,0,0,0,0
0,-0.47240925490166674,-0.4295550099924197,-0.5554464889136617,-0.3713139929362653,-0.3521736171870526,0.49815034795904384,0.09103947406816162,0.0011311796995637198,0,1,0,0,0,0,0,0
3,-0.23116405308942292,-0.16387471487717784,-0.24148099869974046,-0.35646132571585404,-0.35204151948088785,0.46859869826476425,0.06786148383350925,0.0012672839127127098,0,1,0,0,0,0,0,0
6,-0.4124516162304338,-0.37973573160239943,-0.35501355407771407,-0.37774377490037847,-0.35322154097269204,0.21564346939477957,0.036297992393252494,0.0005867628469677605,0,0,1,0,0,0,0,0
7,-0.39803752153319943,-0.30244514448586074,-0.30096820392776136,-0.37635984680123075,-0.35380885584703975,0.3470319993766347,0.02849424155864529,0.0009950754864147299,0,0,0,0,0,0,0,1
0,-0.49951678856906706,-0.3532065019370455,-0.4435458838307931,-0.40689872505675856,-0.3519452383539456,0.4470595949890503,0.06527959786033305,0.0008589712732657402,0,0,1,0,0,0,0,0
4,-0.32138037807996145,-0.3035753815768116,-0.3138386540169561,-0.3016856172245602,-0.35350499261040996,0.6236802418499048,0.012611929783779667,0.0011311796995637198,0,0,0,0,0,0,0,1
9,-0.34096770508439184,-0.3314092939864933,-0.37080710843267306,-0.3051889615218063,-0.35551341691842525,0.7283602837698746,0.00897298485073659,0.0005867628469677605,0,0,0,0,0,0,0,1
2,-0.35035840637685745,-0.3330032732082449,-0.34849348694042187,-0.40133124902599526,-0.3537611004080764,0.33634860415188056,0.010461063125078286,0.0016755965521596792,0,1,0,0,0,0,0,0
0,-0.14890713586697646,-0.2430066192939886,-0.19100739682195,-0.38662076739978224,-0.3509111790505859,0.21572962580788244,0.08300288255413692,0.0012672839127127098,1,0,0,0,0,0,0,0
4,-0.3219423005345699,-0.37227680438259414,-0.39521849076223486,-0.2918145817676324,-0.35161056515669437,0.19987684579695697,0.03927927997956419,0.0012672839127127098,0,1,0,0,0,0,0,0
